ID;age;Weducation;Heducation;children;religion;working;occupation;solindex;exposure;method
498;26;4;4;1;0;1;2;4;0;2
499;44;4;4;5;1;0;1;4;0;2
500;29;4;4;1;1;0;2;4;0;2
501;36;2;1;6;1;1;2;1;0;2
502;29;4;4;2;1;0;1;3;0;2
503;37;2;3;7;1;1;3;4;0;2
504;28;3;3;3;1;1;1;2;0;2
505;40;2;3;6;1;1;1;2;0;2
506;33;4;4;4;1;1;1;4;0;2
507;22;4;4;1;1;1;1;2;0;2
508;35;3;4;5;1;0;1;3;1;2
509;32;4;4;3;0;1;3;3;0;2
510;35;4;4;5;1;0;1;3;0;2
511;29;4;4;2;1;1;1;4;0;2
512;23;3;3;2;1;0;3;4;0;2
513;35;4;4;2;1;0;1;4;0;2
514;36;4;4;3;1;0;2;4;0;2
515;32;4;4;2;1;0;1;4;0;2
516;30;4;1;4;1;1;3;3;0;2
517;36;4;4;4;0;1;2;4;0;2
518;33;4;4;3;1;1;3;4;0;2
519;33;3;4;5;0;1;3;3;0;2
520;43;2;4;13;1;1;2;3;0;2
521;35;3;3;6;1;1;2;3;0;2
522;38;4;4;5;1;1;1;3;0;2
523;25;3;1;4;1;1;3;1;0;2
524;26;3;3;2;1;1;3;2;0;2
525;24;4;4;1;1;1;3;4;0;2
526;22;3;4;1;1;1;4;4;0;2
527;33;2;3;5;1;0;2;1;0;2
528;45;3;3;7;1;1;3;4;0;2
529;29;4;4;2;1;0;1;3;0;2
530;47;2;2;7;1;1;2;4;0;2
531;36;3;2;6;1;1;3;2;0;2
532;45;3;3;8;1;1;2;3;0;2
533;47;4;4;6;1;0;1;4;0;2
534;43;3;4;2;1;0;2;4;0;2
535;44;4;4;7;1;1;3;2;0;2
536;24;2;4;2;1;1;3;3;0;2
537;28;4;4;2;1;0;1;3;0;2
538;34;4;4;5;1;1;3;4;0;2
539;31;3;4;4;1;1;1;3;0;2
540;27;4;4;3;1;1;1;4;0;2
541;27;3;3;1;1;0;3;4;0;2
542;26;4;4;1;1;0;1;3;0;2
543;36;3;4;7;1;1;2;2;0;2
544;35;4;4;4;0;1;3;3;0;2
545;38;4;4;6;1;1;3;3;0;2
546;44;4;4;7;1;1;2;4;0;2
547;25;4;4;1;1;1;1;4;0;2
548;25;4;4;2;0;1;1;3;0;2
549;41;4;4;4;1;1;1;4;0;2
550;41;3;4;5;1;1;1;3;0;2
551;24;4;4;1;1;0;1;4;0;2
552;33;4;4;3;1;1;3;3;0;2
553;29;4;4;3;1;0;3;3;0;2
554;47;4;4;4;1;0;1;4;0;2
555;28;4;4;4;1;1;1;3;0;2
556;21;2;2;1;1;1;3;2;0;2
557;32;3;3;6;1;0;3;3;0;2
558;30;3;4;2;1;1;1;4;0;2
559;37;4;4;5;1;1;3;4;0;2
560;29;4;3;4;1;0;3;2;0;2
561;38;4;4;3;1;0;1;4;0;2
562;49;3;3;11;1;1;1;4;0;2
563;41;3;3;5;1;1;1;4;0;2
564;43;3;4;5;1;1;3;2;1;2
565;47;1;1;10;1;1;3;3;0;2
566;22;4;4;1;1;1;1;3;0;2
567;27;4;4;1;0;0;1;4;0;2
568;34;3;4;2;0;1;2;3;0;2
569;42;3;3;4;1;1;2;4;0;2
570;39;4;4;3;0;0;1;4;0;2
571;36;4;4;3;0;1;2;4;0;2
572;21;4;4;1;1;1;2;1;0;2
573;36;3;4;4;0;0;2;4;0;2
574;25;2;3;1;1;0;4;4;0;2
575;41;4;4;4;0;0;2;4;0;2
576;32;4;4;4;0;0;2;4;0;2
577;41;4;4;4;0;0;2;4;0;2
578;43;4;4;3;0;1;1;4;0;2
579;35;4;4;3;1;1;2;3;0;2
580;24;4;4;2;1;0;1;3;0;2
581;43;4;4;6;1;1;1;4;0;2
582;48;4;4;7;0;1;1;4;0;2
583;28;4;4;2;1;1;1;3;0;2
584;24;4;4;1;1;1;1;4;0;2
585;42;4;4;3;1;0;1;4;0;2
586;39;4;4;3;1;1;1;4;0;2
587;24;4;4;1;1;1;1;4;0;2
588;33;4;3;5;1;1;2;4;0;2
589;29;4;4;2;1;1;3;4;0;2
590;44;4;4;5;1;1;1;4;0;2
591;17;4;4;1;1;1;2;4;0;2
592;35;3;4;3;1;1;2;2;0;2
593;32;3;4;5;1;1;1;2;0;2
594;27;4;4;2;1;0;1;3;0;2
595;44;4;4;4;1;1;1;4;0;2
596;42;4;4;5;1;1;1;4;0;2
597;40;4;4;6;1;1;1;3;0;2
598;44;4;4;3;1;1;1;4;0;2
599;33;4;4;5;1;1;2;4;0;2
600;35;2;4;3;0;0;3;4;1;2
601;31;4;2;2;0;1;1;3;0;2
602;37;4;4;3;0;1;3;4;0;2
603;45;4;4;3;0;1;2;4;0;2
604;26;4;4;2;0;1;1;4;0;2
605;40;3;4;2;0;1;3;4;0;2
606;30;4;4;1;0;1;2;4;0;2
607;36;3;4;3;0;0;3;4;0;2
608;33;3;4;3;0;1;2;4;0;2
609;41;4;4;5;0;1;2;4;0;2
610;45;3;3;6;0;1;2;4;0;2
611;48;4;4;6;0;1;2;4;0;2
612;35;4;4;3;0;0;3;4;0;2
613;37;4;4;4;0;0;2;4;0;2
614;46;4;4;3;0;0;1;4;0;2
615;38;4;4;4;0;1;3;4;0;2
616;30;3;4;7;1;1;2;4;0;2
617;42;4;3;7;1;0;1;4;0;2
618;35;2;2;6;1;1;3;4;0;2
619;34;4;4;6;1;1;3;4;0;2
620;37;4;4;4;1;1;1;4;0;2
621;38;4;4;6;1;1;1;4;0;2
622;30;3;3;2;1;1;2;3;0;2
623;46;4;4;4;1;1;1;4;0;2
624;31;4;4;3;0;1;2;4;0;2
625;41;4;4;6;0;1;1;4;0;2
626;41;4;4;7;1;1;2;4;0;2
627;32;4;4;2;0;0;2;4;0;2
628;44;4;4;4;1;1;1;4;0;2
629;39;4;4;4;0;1;1;4;0;2
630;39;4;4;5;1;1;1;4;0;2
631;45;4;4;4;1;1;1;4;0;2
632;33;4;4;3;1;1;1;4;0;2
633;39;4;4;3;0;1;1;4;0;2
634;44;4;4;3;1;0;1;4;0;2
635;34;3;3;6;1;1;3;4;0;2
636;33;3;3;5;1;1;3;4;0;2
637;34;2;2;8;1;1;2;2;0;2
638;27;3;2;5;1;1;2;4;0;2
639;47;1;1;8;1;1;3;4;1;2
640;25;2;4;3;1;1;1;4;1;2
641;24;3;4;5;1;1;1;2;1;2
642;41;4;4;4;1;0;1;4;0;2
643;29;3;3;4;1;1;3;4;0;3
644;27;2;2;5;1;1;3;1;0;3
645;40;3;4;5;1;1;1;2;0;3
646;30;2;2;6;1;1;3;1;0;3
647;24;4;4;1;1;0;1;4;0;3
648;36;4;4;2;1;0;1;4;0;3
649;17;2;2;1;1;1;3;2;0;3
650;28;1;2;4;1;1;2;3;0;3
651;27;2;4;1;1;1;1;4;0;3
652;21;3;3;1;1;1;3;3;0;3
653;30;2;2;4;1;1;2;4;0;3
654;48;4;4;16;1;1;1;4;0;3
655;29;2;4;3;1;0;3;3;0;3
656;29;4;4;2;1;1;3;4;0;3
657;20;3;4;2;1;1;1;3;0;3
658;28;4;4;1;1;1;3;2;0;3
659;32;2;3;5;1;0;2;3;0;3
660;27;3;3;1;1;0;3;3;0;3
661;25;2;3;1;1;1;3;1;0;3
662;43;4;4;3;1;1;1;4;0;3
663;35;4;4;2;1;1;2;4;0;3
664;30;4;4;1;1;1;1;4;0;3
665;29;1;4;3;1;1;4;4;1;3
666;33;3;4;8;1;1;3;4;0;3
667;37;3;4;5;1;0;2;4;0;3
668;27;2;4;3;1;1;4;4;0;3
669;33;2;4;3;1;1;2;4;0;3
670;35;2;3;6;1;0;3;3;0;3
671;20;3;3;2;1;1;2;4;0;3
672;26;2;4;3;1;1;3;4;0;3
673;24;3;3;2;1;1;3;3;0;3
674;45;1;3;3;1;1;3;2;0;3
675;34;3;4;4;1;1;1;3;0;3
676;49;4;3;13;1;1;1;4;0;3
677;33;4;4;5;1;1;1;4;0;3
678;33;3;3;8;1;1;3;4;0;3
679;24;3;4;3;1;1;1;4;0;3
680;30;2;2;4;1;1;2;1;0;3
681;27;2;4;4;1;1;2;1;0;3
682;23;4;3;1;1;1;2;2;0;3
683;35;4;4;4;1;1;1;4;0;3
684;35;4;4;1;0;1;1;4;0;3
685;40;4;4;2;0;0;1;4;0;3
686;29;3;3;1;1;1;3;3;0;3
687;33;3;3;3;1;1;3;3;0;3
688;36;4;4;6;0;1;1;2;1;3
689;36;4;4;4;0;1;1;4;0;3
690;41;4;4;1;1;1;3;3;0;3
691;38;3;4;3;1;1;3;2;0;3
692;29;2;4;3;1;1;3;3;0;3
693;19;4;4;1;1;1;1;3;0;3
694;34;2;3;2;1;1;2;3;0;3
695;26;2;4;3;1;1;3;4;0;3
696;22;4;4;1;1;1;2;3;0;3
697;42;4;4;7;1;1;2;4;0;3
698;27;3;4;2;1;1;3;2;0;3
699;27;4;4;2;1;1;1;4;0;3
700;39;4;3;1;1;0;2;2;0;3
701;21;4;4;1;1;1;3;1;0;3
702;36;2;3;7;1;1;3;3;0;3
703;29;1;2;5;1;0;1;2;0;3
704;29;2;3;4;1;1;2;1;0;3
705;22;3;2;2;1;1;2;1;0;3
706;20;2;3;1;1;1;2;1;0;3
707;33;3;4;4;1;0;2;4;0;3
708;27;3;3;3;1;1;2;3;0;3
709;25;4;4;3;1;1;1;4;0;3
710;25;4;3;2;1;1;3;3;0;3
711;32;2;3;4;1;1;3;2;0;3
712;39;3;4;2;1;1;1;3;0;3
713;31;3;3;3;1;1;2;1;1;3
714;26;4;4;4;1;1;3;4;0;3
715;30;3;3;7;1;1;3;4;0;3
716;43;3;3;5;1;0;3;3;0;3
717;34;2;4;4;1;1;3;3;0;3
718;43;4;4;3;1;1;1;4;0;3
719;32;4;4;3;0;1;1;4;0;3
720;41;4;4;5;1;1;1;4;0;3
721;32;4;4;3;0;1;1;4;0;3
722;46;4;4;4;1;1;1;4;0;3
723;40;3;4;3;1;0;1;4;0;3
724;21;4;4;1;1;1;2;3;0;3
725;32;4;4;3;1;1;1;4;0;3
726;25;4;4;1;0;1;3;3;0;3
727;24;4;4;1;1;1;1;3;0;3
728;21;2;3;1;1;0;3;2;0;3
729;22;4;4;1;1;1;3;3;0;3
730;32;4;4;4;1;1;1;3;0;3
731;30;4;4;2;1;0;2;2;0;3
732;25;1;2;2;1;1;2;1;0;3
733;31;3;3;6;0;1;3;1;0;3
734;19;2;4;1;1;1;2;3;0;3
735;33;2;2;7;1;0;2;3;0;3
736;24;2;2;2;1;1;3;4;0;3
737;19;3;3;3;1;1;2;3;0;3
738;27;2;2;5;1;1;3;3;0;3
739;32;4;4;2;0;0;1;4;0;3
740;32;4;4;2;1;0;1;3;0;3
741;29;1;3;5;1;1;3;3;0;3
742;23;3;4;1;1;1;2;3;0;3
743;34;2;4;7;1;1;2;3;0;3
744;27;2;4;1;1;1;3;3;0;3
745;37;4;4;4;1;1;3;2;0;3
746;26;3;4;4;1;1;2;3;0;3
747;31;2;3;7;1;1;3;3;0;3
748;44;4;4;11;1;1;1;4;0;3
749;35;3;4;4;1;1;1;4;0;3
750;23;4;4;2;1;1;3;4;0;3
751;24;2;4;2;1;1;1;4;0;3
752;24;4;4;2;1;1;1;4;0;3
753;39;4;4;3;1;1;2;4;0;3
754;33;3;4;4;1;1;3;3;0;3
755;24;2;3;2;1;1;2;1;0;3
756;35;4;4;4;1;1;1;4;0;3
757;35;4;4;6;1;1;1;4;0;3
758;34;4;4;2;1;1;3;3;0;3
759;48;3;4;3;1;1;2;3;0;3
760;28;4;4;1;1;1;1;3;0;3
761;26;4;4;1;1;1;3;3;0;3
762;43;3;3;8;1;1;1;3;0;3
763;28;2;2;5;1;0;2;4;0;3
764;22;3;4;3;1;1;2;3;0;3
765;26;3;3;3;1;1;3;3;0;3
766;30;3;4;4;1;1;3;3;0;3
767;38;4;4;5;1;1;2;3;0;3
768;44;4;4;8;1;1;2;4;0;3
769;25;4;4;1;0;1;1;4;0;3
770;34;4;4;3;1;1;1;4;0;3
771;26;4;4;3;1;1;3;4;0;3
772;20;4;4;2;1;1;1;3;0;3
773;39;4;4;2;0;1;1;3;0;3
774;27;3;4;4;1;1;3;3;0;3
775;32;4;4;2;1;0;3;4;0;3
776;48;3;4;8;1;0;1;4;0;3
777;39;4;3;4;1;1;3;4;0;3
778;37;4;4;3;1;0;1;4;0;3
779;33;4;4;2;0;0;1;3;0;3
780;32;4;4;3;1;0;1;4;0;3
781;25;4;4;2;1;1;1;3;0;3
782;37;4;4;3;1;1;2;4;0;3
783;40;4;4;4;1;1;1;4;0;3
784;38;4;4;6;1;1;2;4;0;3
785;36;4;4;4;1;1;1;4;0;3
786;27;3;3;3;1;1;2;2;0;3
787;22;1;3;2;1;1;3;1;0;3
788;22;2;2;2;1;1;2;3;0;3
789;30;3;4;3;1;1;2;3;0;3
790;20;2;2;2;1;1;3;2;1;3
791;34;4;4;2;1;1;1;4;0;3
792;31;3;4;5;1;1;3;1;0;3
793;30;3;3;3;1;0;3;2;0;3
794;44;3;4;5;1;0;1;4;0;3
795;24;3;3;3;1;0;2;1;0;3
796;19;4;4;2;1;1;1;4;0;3
797;28;4;4;5;1;1;2;4;0;3
798;27;4;4;1;0;0;1;3;0;3
799;29;3;3;3;1;1;2;1;0;3
800;37;4;4;3;1;1;2;4;0;3
801;32;2;2;8;1;1;2;1;0;3
802;21;2;2;1;1;1;4;3;0;3
803;33;2;3;7;1;0;3;1;0;3
804;23;2;3;2;1;1;3;1;0;3
805;36;2;2;5;1;1;3;4;0;3
806;33;2;4;3;1;1;3;4;0;3
807;35;4;4;2;1;0;1;4;0;3
808;25;2;3;4;1;1;3;3;0;3
809;29;2;4;4;1;0;2;4;0;3
810;23;3;3;1;1;1;2;2;0;3
811;19;3;3;1;1;1;2;1;0;3
812;35;1;2;6;1;1;2;2;1;3
813;25;3;3;3;1;1;3;2;0;3
814;40;3;4;6;1;1;1;3;0;3
815;17;3;4;1;1;1;2;1;0;3
816;25;2;4;3;1;1;3;3;0;3
817;24;3;3;1;1;1;3;2;0;3
818;23;4;4;1;1;1;3;3;0;3
819;25;2;4;3;1;1;3;2;0;3
820;30;1;3;4;1;1;3;4;0;3
821;31;1;1;3;1;1;4;2;1;3
822;26;3;4;2;1;1;3;3;0;3
823;28;3;4;2;1;1;2;3;0;3
824;30;3;3;3;1;1;3;1;0;3
825;29;3;4;5;1;1;1;2;0;3
826;24;1;3;4;1;1;3;3;0;3
827;26;3;4;2;1;1;1;3;0;3
828;25;3;3;3;1;1;3;3;0;3
829;35;4;4;3;1;1;1;4;0;3
830;22;4;4;1;1;0;2;4;0;3
831;19;4;4;1;1;1;2;4;0;3
832;29;2;3;5;1;1;2;4;0;3
833;21;3;4;2;1;1;3;3;0;3
834;21;3;3;1;1;1;3;3;0;3
835;41;1;4;9;1;1;2;1;0;3
836;37;2;4;3;1;1;2;3;0;3
837;27;4;4;3;1;1;3;4;1;3
838;26;2;3;2;1;1;2;3;0;3
839;37;4;4;6;1;0;3;4;0;3
840;25;3;3;3;1;1;2;1;0;3
841;32;4;3;3;1;1;2;4;0;3
842;34;1;4;4;1;1;3;4;1;3
843;23;4;4;2;1;0;2;4;0;3
844;28;3;4;2;1;1;3;4;0;3
845;24;3;4;1;1;1;3;4;0;3
846;32;2;3;4;1;0;2;2;0;3
847;22;1;2;3;1;1;3;1;1;3
848;25;3;3;1;1;1;2;1;0;3
849;25;2;3;2;1;1;2;4;0;3
850;38;2;3;3;1;1;2;4;0;3
851;33;2;2;2;1;1;3;4;0;3
852;41;4;4;8;1;1;1;4;0;3
853;29;3;3;4;1;1;3;4;0;3
854;22;3;4;1;1;0;1;4;0;3
855;29;3;3;6;1;1;3;3;0;3
856;26;3;4;3;1;1;3;3;0;3
857;28;2;3;3;1;1;3;4;0;3
858;27;4;4;1;0;1;3;4;0;3
859;29;2;4;2;1;1;3;2;0;3
860;24;3;4;2;1;1;3;3;0;3
861;29;3;4;3;1;1;3;2;0;3
862;38;3;4;7;1;1;3;2;0;3
863;23;3;2;2;1;0;3;2;0;3
864;20;4;3;1;1;1;3;4;0;3
865;32;1;4;4;1;1;3;2;0;3
866;25;2;3;2;1;1;3;1;0;3
867;26;1;2;3;1;0;3;2;0;3
868;23;1;2;3;1;1;3;2;1;3
869;23;4;4;3;1;1;3;3;0;3
870;28;3;4;5;1;1;2;4;0;3
871;22;4;4;3;1;1;3;2;0;3
872;28;2;4;4;1;1;3;4;0;3
873;26;3;3;3;1;1;3;3;0;3
874;26;2;3;2;1;1;3;3;0;3
875;24;4;3;3;1;1;3;3;0;3
876;29;4;4;3;1;0;1;4;0;3
877;29;3;4;4;1;0;1;3;0;3
878;42;4;4;5;1;1;1;4;0;3
879;27;4;4;2;1;1;3;4;0;3
880;35;3;4;5;1;1;1;4;0;3
881;21;3;4;1;1;1;3;2;0;3
882;21;1;3;1;1;1;3;3;1;3
883;22;3;4;1;1;1;3;3;0;3
884;28;3;3;4;1;1;3;3;0;3
885;22;3;4;1;0;0;1;4;0;3
886;23;3;2;1;1;1;3;3;0;3
887;28;3;3;2;0;1;2;3;0;3
888;30;4;4;3;0;0;2;4;0;3
889;25;3;4;3;1;0;3;4;0;3
890;33;4;4;4;1;1;2;3;0;3
891;33;3;4;6;1;1;3;2;0;3
892;30;4;4;2;0;0;3;3;0;3
893;22;2;4;1;1;1;3;3;0;3
894;38;3;3;2;0;1;3;4;0;3
895;35;4;3;2;0;1;3;4;0;3
896;34;2;2;4;0;1;3;2;0;3
897;39;4;4;2;0;1;3;4;0;3
898;47;4;3;4;1;1;1;3;0;3
899;38;4;4;2;1;0;1;4;0;3
900;43;4;4;5;1;1;1;4;0;3
901;21;3;3;1;1;1;2;2;0;3
902;30;3;4;2;1;1;1;2;0;3
903;27;3;4;2;1;1;1;3;0;3
904;22;4;4;1;0;1;3;1;0;3
905;25;1;2;3;1;1;2;3;0;3
906;22;1;3;2;1;1;3;2;0;3
907;28;4;4;4;1;1;2;3;0;3
908;25;3;3;2;1;1;2;3;0;3
909;26;4;4;2;1;0;3;3;0;3
910;31;3;3;3;1;1;3;1;1;3
911;32;1;3;4;1;1;3;3;0;3
912;35;2;4;6;1;1;3;4;0;3
913;24;2;3;5;1;1;3;3;0;3
914;28;4;4;2;1;1;1;4;0;3
915;36;4;4;3;0;0;2;4;0;3
916;47;4;4;5;1;1;1;3;0;3
917;26;4;4;2;1;0;1;4;0;3
918;22;3;4;2;0;1;3;4;0;3
919;30;4;4;2;1;1;4;3;0;3
920;41;4;4;5;1;1;1;4;0;3
921;19;4;4;1;1;1;3;2;0;3
922;45;3;4;2;0;1;3;3;0;3
923;35;1;2;5;1;1;2;2;1;3
924;21;2;2;1;1;1;3;2;0;3
925;32;1;2;6;0;1;2;3;0;3
926;32;3;4;5;0;1;3;4;0;3
927;46;2;3;6;0;0;3;4;0;3
928;41;1;2;6;1;1;3;3;0;3
929;36;4;4;3;0;1;3;4;0;3
930;37;3;4;3;0;1;3;4;0;3
931;37;3;4;4;0;1;2;4;0;3
932;35;4;4;3;0;1;3;4;0;3
933;29;2;3;4;1;1;3;2;0;3
934;28;4;4;2;0;1;2;4;0;3
935;46;4;4;4;0;1;1;4;0;3
936;34;4;3;3;0;1;2;4;0;3
937;43;3;3;2;0;0;3;4;0;3
938;28;4;4;3;0;0;3;4;0;3
939;28;3;3;3;1;0;2;4;0;3
940;34;4;4;6;1;1;2;2;0;3
941;27;2;4;4;1;1;3;4;0;3
942;36;1;3;6;1;1;3;2;0;3
943;17;2;2;0;1;0;3;2;0;3
944;21;3;3;1;1;1;3;2;0;3
945;25;2;2;1;1;1;3;1;0;3
946;23;2;3;2;1;0;3;2;0;3
947;25;2;2;1;1;1;3;3;0;3
948;35;1;2;4;1;0;4;4;0;3
949;32;3;4;4;1;1;3;2;0;3
950;37;2;3;5;1;1;4;2;0;3
951;31;3;4;4;1;0;3;3;0;3
952;25;3;4;3;1;1;3;4;0;3
953;26;3;4;4;1;1;2;4;0;3
954;39;1;2;2;1;0;2;4;0;3
955;21;3;3;2;1;1;2;3;0;3
956;35;3;2;9;1;0;3;4;0;3
957;20;2;2;1;1;1;3;2;0;3
958;40;2;3;5;1;1;3;3;0;3
959;41;3;3;7;0;1;2;4;0;3
960;36;2;4;8;1;1;1;4;0;3
961;40;2;4;3;0;1;3;4;0;3
962;32;4;4;3;1;0;1;4;0;3
963;24;3;4;4;1;1;2;3;0;3
964;20;3;4;1;0;1;2;4;0;3
965;32;4;4;4;1;0;1;4;0;3
966;22;2;2;3;1;0;3;3;0;3
967;30;3;3;4;1;0;2;2;0;3
968;31;4;4;3;1;0;1;4;0;3
969;35;3;4;5;1;1;1;4;0;3
970;38;4;4;2;1;1;3;4;0;3
971;31;4;4;1;1;1;1;4;0;3
972;25;4;4;2;1;1;2;4;0;3
973;30;4;4;2;1;1;1;4;0;3
974;22;1;2;2;1;1;3;4;0;3
975;31;4;4;3;1;1;1;4;0;3
976;29;4;4;3;1;1;3;4;0;3
977;29;2;3;3;1;0;3;2;0;3
978;38;4;4;3;0;0;3;3;1;3
979;22;3;4;2;1;1;2;4;0;3
980;45;4;4;3;1;1;1;4;0;3
981;26;3;4;3;1;1;3;2;0;3
982;37;4;4;3;0;1;3;4;0;3
983;36;4;4;3;0;1;2;4;0;3
984;33;4;4;2;1;1;2;4;0;3
985;32;4;4;3;1;0;1;4;0;3
986;35;4;4;4;0;0;1;4;0;3
987;25;4;4;1;1;1;1;4;0;3
988;31;4;4;3;1;1;4;4;0;3
989;25;2;3;5;1;1;2;3;0;3
990;26;3;2;5;1;1;2;2;0;3
991;23;2;3;3;1;1;2;3;0;3
992;28;3;4;3;1;1;1;4;0;3
993;34;3;4;3;0;0;3;4;0;3
994;46;3;4;9;1;1;3;4;0;3
